"beta1","beta2"
0.0027969764144380534,0.0369294729219088
0.012218285124477844,0.02989239542127591
0.026534351039733155,0.01819795834833537
0.00879203857212879,0.03718815506287938
0.016043973549424523,0.026564240324972933
0.02056816479029433,0.02524393957570887
0.03216402939582249,0.00944805397686704
0.012298448064576015,0.03443918388330674
0.003783479903445638,0.04645421463741449
0.0047208232102567815,0.03385665057007509
0.0013911294026085592,0.05326329568512051
0.005704625655144534,0.031938370376751846
0.01183307529112661,0.032639437177301826
0.01965763561249423,0.0242869375169181
0.028722075473653852,0.013184850737222508
0.00023692353358848397,0.03878282236137203
0.019369938906935294,0.024608145304585133
0.015377867766053084,0.02609473329828778
0.004898440427058152,0.046080852016212724
0.013234481993200658,0.029879924000377825
0.026991054585711792,0.014644936884328592
0.03818319438067029,0.004739973628155544
0.027392403974353583,0.01782230208175691
0.01168713339553243,0.029505677243509082
0.020986767169782154,0.01971587444256864
0.007557096398484088,0.04084597492803324
0.01177429209525682,0.0349947558099504
0.01743082010178039,0.027570024247770553
0.01613078763686183,0.02628816688953535
0.009303758513821155,0.036680667889619385
0.009082310242284366,0.03146075421721298
0.027081809020694778,0.014676332643160987
0.02243864866387269,0.019195127031530528
0.010804958174055761,0.03127156951448983
0.02047004823248937,0.023156200496942825
0.021993305948533107,0.02216337630435944
0.030178803094475008,0.015281232071849941
0.02636133950025161,0.01351057685631197
0.005945021358237274,0.043592763724287206
0.014786327219630083,0.03175190297397414
0.005171180199854669,0.04353801990985937
0.003494998089122046,0.03476946674144776
0.027635737657581726,0.01793203666426775
0.0015811002773711007,0.05133328291566156
0.008754003751861967,0.03184364824175058
0.011178170513400377,0.027864691601913596
0.0033632948762993544,0.03767184191770737
0.005098217490982887,0.03527473265806422
0.024535751176032416,0.020904630673020626
0.005289081617193315,0.04545426732463015
0.011657013160044994,0.02964740254284593
0.02459562008971607,0.018535860200164237
0.01460705406648396,0.029998176703736373
0.016596590148625943,0.027335017878134433
0.0282272726825619,0.01696272698785366
0.01955220745222675,0.022768992247637083
0.023769036703672596,0.02025726716479181
0.021203284806236487,0.02280503576482261
0.013392584383257182,0.029371547159133482
0.02315900822430704,0.020306964676585736
0.002748745418787382,0.03570044186152517
0.03894454906362074,0.004141430150706984
0.024643097586563165,0.0189706978774555
0.028390104550011827,0.018995650757086757
0.007642464370267389,0.04063033997390457
0.0008654074556868807,0.03639105587453092
0.019036897191690248,0.023459363972139248
0.03363557175607114,0.013185053341315485
0.029267870121408905,0.015734589577530485
0.007776200705029186,0.03211518260426187
0.0037487002746334395,0.04819480992635428
0.014992126595442141,0.029390100797788095
0.0038668834737957173,0.035546016508270425
0.0022999603627714836,0.04495855780465533
0.02295204590939357,0.017858434988648735
0.0024699849527595697,0.046008669512496075
0.024774335013342152,0.01836954146227296
0.006974708410377812,0.033611961724932034
0.016133002534067287,0.030187063381965012
0.004937588840510919,0.04709890341269194
0.008976784569937097,0.030220242089757657
0.024819476357425513,0.014140535752042759
0.026184432622747618,0.018816426104850806
0.002050379171896949,0.04795364629485929
0.02463303958586413,0.02099340157676389
0.021594782634502614,0.02329590305441556
0.009171877489785965,0.037949016705989824
0.01745293982750279,0.024051044883583828
0.021507525520628196,0.023399564776359644
0.00022270537704735093,0.04899945215130085
0.005105605070174397,0.04477805499847869
0.01875585331727561,0.024050334688300343
0.008938695520676396,0.036939089280033345
0.005828944154828031,0.042462754385662285
0.03728737512086751,0.010490791103971527
0.0030752221662154263,0.03694317875978426
0.0010430963560789006,0.050820615089871485
0.018576292321833505,0.027527233193400173
0.004071206242744098,0.0484307157581481
0.012811364039982268,0.027213030580987358
0.01692485831069263,0.024243673881503645
0.006762907209453427,0.041837012182527555
0.023576952032629262,0.02266978851117306
0.016610885681092702,0.02522435062751772
0.024370683959576808,0.018570702677473065
0.024023031786616203,0.0183186763380028
0.024691118757106955,0.020342847694166555
0.01474850172548417,0.030724763599305534
